id,url,title,description,content,source_name,source_quality,category,author,published_at,collected_at,language,importance_score,urgency_score,recency_score,credibility_score,final_score,story_group_id,is_breaking,is_processed
757d5c94-f139-4006-8559-9f14e8a9d15e,https://news.google.com/rss/articles/CBMif0FVX3lxTFBYR2R1cXVuTjhYYlBzX0RSeTdZZXdjeHp3M0lrQTVHYnMxOWN1b3QtVy1LS0VxYnBiT2E0QzlBUDc2WnFxRVZvX2xPb3ZTS2NCTFMzT0tXRXdYRmllLVEwLXMzNkdtc3NfMkhVYjdwX2NrdGo1YjBzdXZYWkNKZVU?oc=5,Magnetar Magnetic Fields Peak Between 1–2.5 X 10^14 Gauss - Quantum Zeitgeist,Magnetar Magnetic Fields Peak Between 1–2.5 X 10^14 Gauss Quantum Zeitgeist,,Google News Science,7,SCIENCE,,2026-09-11T12:49:47+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,28,40,45,48.5,8fa240a1,False,True
429a5749-498b-4305-ba13-d32ad47d7d49,https://news.google.com/rss/articles/CBMikwFBVV95cUxPZXRVQUd6R1ZUSGlSU19iM25jWll3dURaNGsyZ0QxNkJYLWlRbWFzWi1PS1U0TWlpUndyWnBTUDZGNjU3Mk5ZRUE5bUxqeFRXbWMxOUgzelBzT19ZM2tSZ2tWNUd3ODF1X01tRkhScWdZMTdBa2ZiaUdNYUxaZnAtNk0yQjVsSGM3NDZNeG9ETWpaaTg?oc=5,What's Carving Active Gullies on Mars? It's Not Water - Universe Today,What's Carving Active Gullies on Mars? It's Not Water Universe Today,,Google News Science,7,SCIENCE,,2026-09-11T13:12:00+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,28,40,45,48.5,eddc4441,False,True
a8ade01e-ed36-4101-8c03-148596fe5512,https://news.google.com/rss/articles/CBMiogFBVV95cUxONzJPclNtU2lzblMtdzlMaDFTVTgxdmFXUmt4ZE5KdzRhUUZUbC01UF9xLWhpS196eHo5d09ERWpRaDJ6U0JlS24xNDd1V2JINzE2RXlqR21CU3dsQzU5bFltVzVhNmd4TTNNNTRBTlU0TVRpR2NGUTItRGZlVmQtcFp0b1JEbVJUWThMbl9nVmt6UjZNYVpnMGR5R2ljbEk2eWc?oc=5,Meteorological Study Links Particle Acceleration With Recent Warming at Aragats - Asbarez,Meteorological Study Links Particle Acceleration With Recent Warming at Aragats Asbarez,,Google News Science,7,SCIENCE,,2026-09-11T16:57:28+00:00,2026-09-11T22:47:35.320613+00:00,en,60.6429,36,60,45,56.8,c0776edf,False,True
296b97d5-0ce2-4f41-8572-081b1ecada10,https://news.google.com/rss/articles/CBMidkFVX3lxTE1waG1zVEpxdF9aclRDRWJTYzJHVzgyYVluc3BMSGxHc1VLWnVUTkpIeG9jUENPc0lwNElXbFh4UmtjZldqN2gzWjc4YlFqWWFpcVIxcm9aZTZBdkhOQnN5Y2JNZ3RDTV9JYmZkdGZwblhaaUxLQWc?oc=5,A new surface atlas of Phobos will help MMX mission collect its samples - Phys.org,"A new surface atlas of Phobos will help MMX mission collect its samples Phys.orgNext stop, Phobos: A bold new chapter after 50 years of Mars exploration Australian Space AgencyA New Surface Atlas of Phobos Will Help JAXA's MMX Mission Collect its Samples Universe TodayJapan is launching a mission to bring back the first samples from a Martian moon TechSpot",,Google News Science,7,SCIENCE,,2026-09-11T13:20:04+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,28,40,45,48.5,bd4f25ba,False,True
a0d7453d-7c48-44cb-8d6b-be9891957427,https://news.google.com/rss/articles/CBMizAFBVV95cUxPV2pqcTdEWlF5WVFXeFp4WUJkRHl3SHAxdUd4YnZJbGk1cUpLRGN6d056SlcxZldlM05Hc1RiQUdlMGpuU3Fncy1SOTVDQ3JuQXpJVWVfZHpyOUhuaDlJRktITVdZbHRNTDVFZVBXQS12Y0kyMWlaeEZZTzhRcEw0SnlTWU5ZTHg5anpoeHhkUHBoNEtGdVRLT3hPdG9SRVhkTVdla0ZPeTFHYlpzZ0tlVFRFVkJfREZuYldDcHJac1V1b2xFMm5PaEhJMHA?oc=5,Incredible Video Of Black Hole Jet Took 30 Years Of Data To Make And Is Highest Definition View Yet - IFLScience,Incredible Video Of Black Hole Jet Took 30 Years Of Data To Make And Is Highest Definition View Yet IFLScienceContinuous video of black hole radio observations challenges shock wave theory Phys.orgWatch: Scientists have revealed the most detailed video of a black hole jet ever taken after 27 years of observations Live ScienceAI Video Reveals A New Picture Of Black Hole Jets And Challenges Shock Wave Theory The Daily Galaxy,,Google News Science,7,SCIENCE,,2026-09-11T15:54:18+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,28,40,45,48.5,d813b9fd,False,True
372b9b55-2996-4a49-bb69-e9f6922ac018,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9mdTdqTmtvOHJNUk5xaUpuMDd5Z2t3aG9ZNGhPQUZ3YUFXOThaZ3dBQk9CbmhPVnBaVWZ1aEJuWDVfTVFEOElmaTB5WWZ0NFBUM0Jxa1g2cGdMcEZnbDR4c0hTVVJZQQ?oc=5,See a 3D map of a distant colossal cluster of galaxy clusters - Mashable,"See a 3D map of a distant colossal cluster of galaxy clusters MashableExtremely Massive Galaxy Proto-Supercluster Smashes Distance Records NOIRLabDistant proto-supercluster! An early intersection point in the cosmic web? EarthSkyAstronomers looked back in time and found a monster 5,000 times bigger than our Galaxy. And it's packed full of dark matter BBC Sky at Night MagazineScientists See One of the Universe’s Largest Structures Taking Shape Rutgers University",,Google News Science,7,SCIENCE,,2026-09-11T10:28:40+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,20,20,45,43.7,05012121,False,True
cb21ccdb-815e-4ea9-a6e7-d6d2ca9e48f8,https://news.google.com/rss/articles/CBMifEFVX3lxTE9Cbjg1Q0lQeS1EUDJVYmlXMTM5S2cxcFZvcWRwNjhVbGIxWWQ2VnRuSXNDRVN0WE5QLXRZRUY5bWl3aUtKMTBaS1dxRVNtYW1MNGphUzJ3NDFEV01nb1JtdkE4SDRQQ25iVkxJQkRKbWF5aGlOVDJJemZUREc?oc=5,Dinosaur fossil found deep underground in drill core in north China - english.news.cn,"Dinosaur fossil found deep underground in drill core in north China english.news.cnDinosaur fossil found deep underground in drill core in northern China The StarGeologists Searching for Copper in China Drilled 1,500 Feet Underground and Found a 115-Million-Year-Old Dinosaur Instead The Daily Galaxy115-Million-Year-Old Dinosaur Fossil Found 473 Meters Below Inner Mongolia Arkeonews",,Google News Science,7,SCIENCE,,2026-09-11T08:39:16+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,20,20,45,43.7,aa5c28b0,False,True
6fbf4bee-db6a-4b77-bd3a-bb023eed6e4f,https://news.google.com/rss/articles/CBMirgFBVV95cUxQRHNiMVhkWVo1OHFjX0F4RmpsLTM5d0tkSUloN3V0ZTVzNC01MTMtWTJGd1BQTHRVcTJ6UzcydFYtbU1qOVVaNUFwbXdBaExXRXpVUGY4VFFjWjZWZXRBckxwaWY3djdVUDlvVE03V0JVendLZUlEVnl1aVNJUTN4TnBVQW1sYVZtaE1JcWI1NkNaUUZGeldFLUhtcG53RFdOQi1id1YzaEhCbDhoU2c?oc=5,A 520-Million-Year-Old Whodunit Has Been Solved By Looking At The Bite Marks - IFLScience,A 520-Million-Year-Old Whodunit Has Been Solved By Looking At The Bite Marks IFLScience,,Google News Science,7,SCIENCE,,2026-09-11T15:54:18+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,28,40,45,48.5,f04b8696,False,True
646d6b16-9126-4169-a62c-1d20017b8495,https://news.google.com/rss/articles/CBMi6wFBVV95cUxQTXYxYldlSFBWa1lLOHE1T3gxX0ZsS0JuTXJIeUJWWkNGemtuVW53eS1nSFpEN1RCaTJJYk9LUDdOdFo4MHh3NFVzYTlKeW9sSVdub2E2NHhaX01kVHBpUUV1ZXo0M0tsWW9xSTRBSDJRbHVqeGFLMU5Fa2QyazJJbkJselg5NmxuV3cyUWtnVXBHUloybk5mN2xWb1N0UHNRMjFXMGs5QldFZ1J5b2FTZmpGWG1mUVRqdUs1dnIwSjZGaENsZFVSc1J0eWtWeXVMQnNLNkwyaVBqZWp0bUNLaF81RmJvbXRRVUxV?oc=5,Molecular Characterization of Trichophyton Species by Arbitrarily Primed (AP)-PCR: A Genotypic Differentiation Approach - Cureus,Molecular Characterization of Trichophyton Species by Arbitrarily Primed (AP)-PCR: A Genotypic Differentiation Approach Cureus,,Google News Science,7,SCIENCE,,2026-09-11T07:56:48+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,20,20,45,43.7,fb0c7561,False,True
51c4fd1c-1277-41a9-9ea5-52a0b78b6ded,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5lS29scXZKVjU0MzRBRjhvRFo1bloyYzU3SkNydDRHYVdnYVYzdjlzSE11Q0xCaGNrZ0FPbldoaExTOFZaSFJWUGtCS1JjTWdlTkd4RFFqYUtrT3BZSmw3Zg?oc=5,"Sedimentary DNA Unlocks 1,000 Years of History at Crawford Lake - AZoCleantech","Sedimentary DNA Unlocks 1,000 Years of History at Crawford Lake AZoCleantechAncient DNA Reveals 1,000 Years of Human–Environment Interactions at Crawford Lake | Newswise newswise.com",,Google News Science,7,SCIENCE,,2026-09-11T07:17:00+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,20,20,45,43.7,5c6075cd,False,True
bac4378e-9441-43c7-84ec-1d1811870aa2,https://news.google.com/rss/articles/CBMihAFBVV95cUxNMDgwSVNVQVZ6SUVqZnl5X0tBQVRoZG1VdzhNaGRlWXJKcnJLMlplSmZlQTV5MDZmWXlvcW9wNUJCQnVRYjgzalpjcFBiZEN5NFRhbl9fQ2I4MVlBUEdEN2Rtd0UwcFJvMHJyQ21PUEs2TTVZRmhsTWFFOUxZcG9vMXhGcWY?oc=5,Microbe Tweaked to Break Down Shoe Foam in Compost - miragenews.com,Microbe Tweaked to Break Down Shoe Foam in Compost miragenews.comBreaking down shoe foam by genetically tweaking a microbe found in compost eurekalert.org,,Google News Science,7,SCIENCE,,2026-09-11T15:07:00+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,28,40,45,48.5,423ca740,False,True
bb026f6d-5b6b-40b6-94e1-1cef046ce2e8,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1kdDdHa0lqcHZ3MnZITFpSUmtqclZXREgxYThiYmxUNG1lNmo4a3B2X0NBRW03MWJTUER3eGlTTUNsMGM3WXJhUkhVNGtWbVV3SHVOeGtNZklBZHU0?oc=5,Giant volcanic blanket reveals hidden ‘Pompeii’ of Andean landscapes - eurekalert.org,Giant volcanic blanket reveals hidden ‘Pompeii’ of Andean landscapes eurekalert.org,,Google News Science,7,SCIENCE,,2026-09-11T18:14:10+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,36,60,45,53.3,1ce80b28,False,True
7830c2ed-8661-4a2a-97f2-91b68f9457a0,https://news.google.com/rss/articles/CBMidkFVX3lxTE9yMGZHZzcxWG5XR3UtV05peExHdU9pRW4zQVNKcHl2ZUhRSzFkNnhIR3BpMy1UUzFZOG1PYjZmZlRBdkRST2RkTFRjUGU4dWN2QV9iRS10eUFYaEFvMlpsUzhyTl9lSmlyclFsM2JFcnZ1MzE0REE?oc=5,"The Moon is airless, radiation-drenched and can swing from about minus 173 to plus 127 degrees Celsius, yet NASA-led modelling found that some common Earth fungi and bacteria—from human skin, soil and damp bathrooms—could survive dormant for we - spacedaily.com","The Moon is airless, radiation-drenched and can swing from about minus 173 to plus 127 degrees Celsius, yet NASA-led modelling found that some common Earth fungi and bacteria—from human skin, soil and damp bathrooms—could survive dormant for we spacedaily.com",,Google News Science,7,SCIENCE,,2026-09-11T16:30:00+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,28,40,45,48.5,108eb4fc,False,True
3efdeb46-f401-4715-98c8-07d128a99fe4,https://news.google.com/rss/articles/CBMigAFBVV95cUxOR0g1bFB1X0JrYURyVmxqdkFqdjVZcEFNY2xYM09kWG1qcTlmS3dkQnYwYXcya2RLTDdtN1VKTmJxNm1JaWJCcmFOZVBKY3JpUmxqbjZZeHlFQ0NMNDBsRnZSbEZFakNENngwcnhjVXBsVnN2STI3T1hFOWdyNnFObw?oc=5,eROSITA's second data release catalog delivering most comprehensive high-energy census of the cosmos to date - Phys.org,eROSITA's second data release catalog delivering most comprehensive high-energy census of the cosmos to date Phys.org,,Google News Science,7,SCIENCE,,2026-09-11T13:00:08+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,43,40,45,50,f8d4e1ab,False,True
1e385522-1feb-42c3-9773-900fa8824ef3,https://news.google.com/rss/articles/CBMilwFBVV95cUxNTzdqWkdqSHVOeE9IMjhscFZOVjVYMG5GTkpCRFptRTFZeVRYWFZCd09ObERkbzJRZ0lPSmtkR1JKeVVRNURSd25MZkFldlFPUnF2cG1PTXZqc05aQjRZMkJDOGVERS1GOGwzbU1MZjB3ek5wdUZvRjFEWVpHRmNtTHhXeFMtMWFXWkNJT0lneTBna2xpZ3cw?oc=5,"Parent body of asteroid Ryugu formed early in solar system history, study finds - The Japan Times","Parent body of asteroid Ryugu formed early in solar system history, study finds The Japan TimesResearchers: Ryugu asteroid part of ancient celestial body nhk.or.jpJapan determines when Ryugu asteroid’s parent body formed UA.NEWS",,Google News Science,7,SCIENCE,,2026-09-11T05:24:00+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,20,20,45,43.7,01172b05,False,True
7939ebe1-3659-444a-8d54-7e2b4852e945,https://news.google.com/rss/articles/CBMieEFVX3lxTE91WTc1R2dYYjhpa0RrRTdTeWlOQkxwc0pwTkFjcS1MTmN1VEpYSm9peG1MZDAxYy1IRUJ6OGo1WTItVnlTQWNmdGFOb3RHcTk3M3lLMG01VzlHdDhTRlRTY2ItYkdrM1hPY1N3eVZRelhBaWIwSm10Tw?oc=5,Plasma whirlpools on the sun could trigger solar flares - Science News Explores,Plasma whirlpools on the sun could trigger solar flares Science News ExploresA newly discovered solar phenomenon could help scientists predict the Sun’s next powerful outburst and sol The Economic TimesTiny vortices spotted on the Sun for the first time | Sun's visible surface is called photosphere | Inshorts InshortsKelvin–Helmholtz Instabilities Found To Drive Plasma Mixing On The Sun HackadaySharpest pics of sun’s surface reveal previously unseen whirlpools The Hindu,,Google News Science,7,SCIENCE,,2026-09-11T10:30:00+00:00,2026-09-11T22:47:35.320613+00:00,en,50.6429,20,20,45,43.7,7578f002,False,True
5a5e6473-6e43-4ee1-80eb-d61eda8d6ec7,https://news.google.com/rss/articles/CBMijAFBVV95cUxPZGlQRl9EQjNPSkNGbThFVVlfSXkydTVPRjFHZk5nR3pzRlhWYVI2OGtiZGpWUG43cnI2NWZnSXViVUhaX3hmTVNQenludnlDazFkdFFUZlBObVluZGxwSS1NUzBTQXh2ellRb3hDenF0NEVtT3hJTV95aEZXaS1xZ3EwNHNlM0lJcWJ6TQ?oc=5,Collins a doubt for Republic of Ireland with calf injury - Yahoo Sports,Collins a doubt for Republic of Ireland with calf injury Yahoo SportsKeith Andrews press conference: Bournemouth vs Brentford BBCPredicted Brentford XI to face Bournemouth as Jannik Schuster retains place Sutton GuardianAndrews rules two key Brentford players out before international break Hounslow HeraldBrentford suffer double injury blow ahead of Bournemouth clash TribalFootball,,Google News Sports,7,SPORTS,,2026-09-11T15:34:20+00:00,2026-09-11T22:47:37.098056+00:00,en,45.2857,31,40,45,45.8,03cda21a,False,True
40444068-db2e-4ce7-b6b2-ed4cf5876e18,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOUFdlWUFTdjZwZEFjNlhFbk1DaGVwbGhqT2FfZ2poU3dUSXN4MVhGVXhzbmRWOHl2c0FkQTE0ZmJ3V3EwdktMd2FENlZNYXMtckxDQTBhMi1maWRJd0tjTEFjZkk0ZmhmUWtyV1E3RXU5N1N6bTB3RlhVcjl1TDY0T3pzODVJbVFYZm5lX1RSa2NaQnNxeU1OMnBtNlh5SG8wSWdEZXktRW4wVXpLYlJWeHBDeGFMT0t5Y0c1d2dWR3Q2MW1RWkVuNXJDbExpZV9pUy1uZXd0RUY1RXPSAdsBQVVfeXFMT2p3ZnFZQXlkckdQakNnRWFhSy1fQ2NXODJXSlRHcFNOSDNJSmdhaE9FQ3ljTHZYcGJ4YWRrRW1tWG5FbVA0MzRFU3YtZk1fQXhvaFdXdlVEX3o1R3g2ZGRqSmo1SXlEdlhDZXU5bVFKRHdkazFlZzJTQklCMGxHRWJONi0yRy1KXzRuYTVqYjJ6cjB0cVBZVkZRMHZWOXdCZUptZFRLMUd2X0U3YmllTl8tRE0ybHM1a0VNdDN6NDVQQl93bXNUWUZ2U18wN1Y5dFVhVEl5Z0NjdEFn?oc=5,Ryan Garcia tests his fight-night gloves and lets his hands go before Conor Benn showdown - MARCA,Ryan Garcia tests his fight-night gloves and lets his hands go before Conor Benn showdown MARCAThe Idec Index: Benn Can’t Change Tune On Using Weight Excuse ringmagazine.comRyan Garcia’s Drug Test Has ‘Not Even Crossed’ Conor Benn’s Mind Fights Around The WorldBenn Garcia Boxing couriernews.comGarcia vs Benn: Conor Benn & Ryan Garcia both make weight for WBC title fight BBC,,Google News Sports,7,SPORTS,,2026-09-11T21:37:51+00:00,2026-09-11T22:47:37.098056+00:00,en,45.2857,47,80,45,55.4,c98033ac,False,True
d40615b9-f3ad-432d-bf25-122b058539c2,https://news.google.com/rss/articles/CBMivAJBVV95cUxQV2tKd2l0cnNPQUF5WlduS1B0LUM2aXY4elh5aDdtckJHX1Z6Tmp4QWdYcU5pNDZVR0V3bVFBMUxUVjJxSUkxRmJ3STBsTmJ3T3c3enpvMVJtSG03alVmODFRWXM2VWdnekt5SElJQVo2b0hlWGNjbGNucmFERjJKWU9hVkdKNW1tVm1HZUtsUFdUWGVVbERtaXNqYkQ1eDR6cDZNLXpjU3ljMnl5MmNfZHJMNmZxcFJIelhOY0E5bG9jcVZwMGZiTkdBQ2hSNnpleUlwSE5DWU1VTHlISlJVd215c0EtUVJBVE1JYXNpV3V2UzBtcHhZTkFNN1NuRXRySk9lMWlSSkFfOWlzT0txU0hzalg3WTU1amhYV01mR2RPNUNPbmowUGtqQlR0U1g5SkxubXJwWVkyVEx4?oc=5,Cervical Sympathetic Blockade for Psychogenic Nonepileptic Seizures Associated With Post-traumatic Stress Disorder: A Case Report and Neurobiological Framework - Cureus,Cervical Sympathetic Blockade for Psychogenic Nonepileptic Seizures Associated With Post-traumatic Stress Disorder: A Case Report and Neurobiological Framework Cureus,,Google News Health,7,HEALTH,,2026-09-11T20:37:06+00:00,2026-09-11T22:47:38.785692+00:00,en,52.4286,54,80,45,60,c47bc082,False,True
259ce5df-38e8-4bbb-8207-9020964b5381,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPSUlFSThZQlFicmFoMjlQb2piV2RydzVWU1p3SWE1RXBDcW9rQzF5T20tUThZRks3WWZjc3VTRG1DblFJQWhiRlVRZGlWUEtINmlPcXBPcXRWTUljTll6UUc3U0NVZWQzTDdYTm5rOVVfc2h1RzRWMFE4eFRVaFh3WUd5Z19McURoUFNzbzBoUlB4OHVpc2hiUE01SUxBV2hXWWpacVZhRmRxTmJqNVgyYkxOR0VNQlM1b2ZXczdCYThUN3lkUXpNMHYyUEozMUEwX0hWTHlCMF9oQjdzd2c?oc=5,CloudScope Enables Continuous Remote Monitoring of Brain Activity in Freely Moving Mice - genengnews.com,CloudScope Enables Continuous Remote Monitoring of Brain Activity in Freely Moving Mice genengnews.com,,Google News Health,7,HEALTH,,2026-09-11T15:48:35+00:00,2026-09-11T22:47:38.785692+00:00,en,52.4286,38,40,45,50.4,04522699,False,True
ab281dc6-d10f-4c0b-9e33-104ae72af271,https://apnews.com/article/el-salvador-immigrants-temporary-protected-status-92be904bf69e3f1973a928f2733cbf0e,"Trump administration silence has 200,000 Salvadoran immigrants hoping they’re protected - AP News","A deadline for the Trump administration to decide whether about 200,000 immigrants from El Salvador can remain protected from deportation has passed without any public announcement. It's raising hopes among many for another six-month extension, but it's also …","MIAMI (AP) A deadline for the Trump administration to decide whether about 200,000 immigrants from El Salvador can remain protected from deportation has passed without any public announcement, raisin… [+5574 chars]",Associated Press,10,GENERAL,Gisela Salomon,2026-09-10T20:33:00+00:00,2026-09-11T22:47:42.272074+00:00,en,57.8571,19,10,90,55.7,c1003688,False,True
5548f932-088d-47c1-be58-df389df7392d,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/mike-vrabel-a-j-brown-still-undergoing-tests-unsure-of-week-2-availability,"Mike Vrabel: A.J. Brown still undergoing tests, unsure of Week 2 availability - NBC Sports",While a report indicated Patriots receiver A.J.,"While a report indicated Patriots receiver A.J. Brown suffered a high ankle sprain, head coach Mike Vrabel declined to confirm that in his Thursday press conference. Vrabel noted that Browns upcomi… [+874 chars]",NBCSports.com,6,GENERAL,Myles Simmons,2026-09-10T18:19:21+00:00,2026-09-11T22:47:42.272074+00:00,en,50.8571,15,10,45,39.9,fe8fe532,False,True
e09611da-749f-4e8a-965d-f24c3fbea5fd,https://www.aljazeera.com/news/2026/9/10/us-appeals-court-rejects-trump-bid-to-implement-new-vote-by-mail-rules,US appeals court rejects Trump bid to implement new vote-by-mail rules - Al Jazeera,The ruling is a blow to Trump administration’s efforts to change how mail-in voting works ahead of November elections.,"A United States appeals court has declined to allow the administration of President Donald Trump to implement controversial new rules about how mail-in voting is conducted, with less than eight weeks… [+4389 chars]",Al Jazeera English,9,GENERAL,Al Jazeera Staff,2026-09-10T20:22:56+00:00,2026-09-11T22:47:42.272074+00:00,en,54.8571,18,10,50,45.6,e4ac17da,False,True
3dd98d78-7b36-406e-8f89-0a8eecf43347,https://apnews.com/article/trump-justice-russia-probe-5741c227d76e813c01923df943b8544e,Prosecutor brought in to lead investigation of Trump foes tells AP that he has resigned his position - AP News,"An ally of President Donald Trump says he has resigned from his post leading a Justice Department investigation into whether former law enforcement and intelligence officials conspired against the Republican president. “I did in fact resign,” Joe diGenova tol…",WASHINGTON (AP) An ally of President Donald Trump said Thursday that he has resigned from his post leading a Justice Department investigation into whether former law enforcement and intelligence offi… [+3589 chars],Associated Press,10,GENERAL,"Eric Tucker, Alanna Durkin Richer",2026-09-10T21:40:00+00:00,2026-09-11T22:47:42.272074+00:00,en,57.8571,19,10,90,55.7,f2f451dc,False,True
d3258b40-2f35-4d4c-9faf-69bf471762a1,https://www.politico.com/news/2026/09/10/florida-trump-desantis-dividend-checks-inflation-01071590,DeSantis rebukes Trump’s $5K checks: ‘More debt and more inflation’ - politico.com,Florida’s Republican governor said his party should look to policies in the Sunshine State to improve the economy.,"DeSantis, who often brags about the austerity of Floridas budget and how he uses his line-item veto power, has been traveling the country urging states to pass resolutions calling for a constitutiona… [+1746 chars]",Politico,6,GENERAL,"Kimberly Leonard, Andrew Atterbury",2026-09-10T20:53:00+00:00,2026-09-11T22:47:42.272074+00:00,en,45.8571,15,10,70,43.1,6fe063d9,False,True
1915492c-0ce0-42d8-abc8-3cece4c2a445,https://www.cnbc.com/2026/09/09/stock-market-today-live-updates.html,"Stocks retreat as U.S. oil prices top $100, threatening economy: Live updates - CNBC",Stocks dropped Thursday after U.S. oil prices topped $100 a barrel.,"Stocks dropped Thursday after U.S. oil prices topped $100 a barrel, amid growing fears of higher inflation from a prolonged war in the Middle East. The Dow Jones Industrial Average closed down 316.… [+2734 chars]",CNBC,6,GENERAL,"Sarah Min, Lee Ying Shan, Darla Mercado, CFP®, Davis Giangiulio",2026-09-10T22:08:57+00:00,2026-09-11T22:47:42.272074+00:00,en,50.8571,30,10,70,46.4,dddd43f6,False,True
4c18a627-8e60-404e-bca3-6de4b78fb0ec,https://www.espn.com/nfl/story/_/id/49895564/falcons-qb-tua-tagovailoa-suffers-oblique-injury-practice,Falcons QB Tua Tagovailoa suffers oblique injury in practice - ESPN,Falcons quarterback Tua Tagovailoa sustained an oblique injury in practice Thursday and was listed as a limited participant.,"FLOWERY BRANCH, Ga. -- Atlanta Falcons quarterback Tua Tagovailoa suffered an oblique injury in practice Thursday and was listed as a limited participant, according to the team's official injury repo… [+2389 chars]",ESPN,9,GENERAL,Marc Raimondi,2026-09-10T20:16:00+00:00,2026-09-11T22:47:42.272074+00:00,en,59.8571,18,10,75,52.3,4bd85031,False,True
e9b21e21-b363-4eb6-b5d8-4bf3d4ba17e3,https://www.sfchronicle.com/sf/article/sf-mayor-lure-rent-emergency-housing-crisis-22424912.php,S.F. Mayor Lurie unveils plan to protect renters amid AI-fueled housing ‘emergency’ - San Francisco Chronicle,"Lurie on Thursday announced a package of six ordinances to protect renters, part of his efforts to tackle what he called “San Francisco’s rent emergency.”",Mayor Daniel Lurie on Thursday announced a package of six ordinances to prevent tenants from being evicted and shield more people from large rent increases as part of his efforts to tackle what he ca… [+6903 chars],San Francisco Chronicle,6,GENERAL,J.D. Morris,2026-09-10T17:37:46+00:00,2026-09-11T22:47:42.272074+00:00,en,55.8571,30,10,45,43.1,7343b82e,False,True
e2a42256-084b-42c3-a9a6-85de333f1296,https://thehill.com/homenews/media/6082338-fcc-commissioner-censorship-jimmy-kimmel-abc/,FCC commissioner: Kimmel’s ‘self-censorship’ shows Trump’s bid to ‘control’ media working - thehill.com,The Federal Communications Commission’s (FCC) lone Democratic commissioner is pointing to ABC comedian Jimmy Kimmel’s decision not to broadcast an interview with Texas Senate nominee James Talarico (D) as evidence of what she called the Trump administration’s…,Skip to content The Federal Communications Commission’s (FCC) lone Democratic commissioner is pointing to ABC comedian Jimmy Kimmel’s decision not to broadcast an interview with Texas Senate nominee… [+2042 chars],The Hill,6,GENERAL,Dominick Mastrangelo,2026-09-10T17:57:00+00:00,2026-09-11T22:47:42.272074+00:00,en,45.8571,15,10,45,38.1,917ce0d6,False,True
562c68e4-d592-4921-b10d-36db1336fdf9,https://www.macrumors.com/2026/09/10/iphone-18-pro-max-benchmarks-reveal-a20-pro-speed/,iPhone 18 Pro and Pro Max Benchmarks Reveal Speed of A20 Pro Chip - MacRumors,"Early benchmark results for the A20 Pro chip in the iPhone 18 Pro and iPhone 18 Pro Max appeared early this morning in the Geekbench 7 database,...","Early benchmarkresults for the A20 Pro chip in the iPhone 18 Pro and iPhone 18 Pro Max appeared early this morning in the Geekbench 7 database, offering us a first look at the new models' CPU and gra… [+1731 chars]",MacRumors,6,TECHNOLOGY,Tim Hardwick,2026-09-10T11:06:15+00:00,2026-09-11T22:47:42.560125+00:00,en,47.6429,18,10,45,39.4,123255e6,False,True
e52a14f6-e654-459d-a724-3d48560a4249,https://www.thegamebusiness.com/p/the-legend-of-zelda-ocarina-of-time-6e9,The Legend of Zelda: Ocarina of Time and GTA 6: The video game industry’s Barbenheimer moment - The Game Business,,Want to access this website or page? Ask for permission,Thegamebusiness.com,6,TECHNOLOGY,,2026-09-10T12:57:26+00:00,2026-09-11T22:47:42.560125+00:00,en,47.6429,18,10,40,38.4,f8081d4f,False,True
62ef7baa-2ab3-44f0-a703-24481f7c89a8,https://www.polygon.com/xbox-free-play-weekend-september-2026/,Xbox Makes 6 Games Free to Play This Weekend - Polygon.com,"Thanks to the Free Play Days campaign on Xbox, players can enjoy three full days of free video games as well as a complimentary sale.",Xbox is hosting a free weekend of gaming as part of its Free Play Days campaign. Players will have the opportunity to try out six games throughout the next few days. Game Pass members will have acces… [+1584 chars],Polygon,6,TECHNOLOGY,Ashely Claudino,2026-09-10T16:51:19+00:00,2026-09-11T22:47:42.560125+00:00,en,47.6429,18,10,45,39.4,c10a0ac9,False,True
